Position,Element,Name,Type,Requirement,Min,Max,Repeat,Notes,Remarks,Codes,URL
SG-03,35,Disposition Code,Identifier (ID),Conditional,2.0,2,-,Code advising the carrier or port authority about postings to a bill of lading,,,https://www.stedi.com/edi/x12-004010/segment/SG
SG-04,373,Date,Date (DT),Optional,8.0,8,-,Date expressed as CCYYMMDD,,,https://www.stedi.com/edi/x12-004010/segment/SG
SG-05,337,Time,Time (TM),Conditional,4.0,8,-,"Time expressed in 24-hour clock time as follows: HHMM, or HHMMSS, or HHMMSSD, or HHMMSSDD, where H = hours (00-23), M = minutes (00-59), S = integer seconds (00-59) and DD = decimal seconds; decimal seconds are expressed as follows: D = tenths (0-9) and DD = hundredths (00-99)",,,https://www.stedi.com/edi/x12-004010/segment/SG
SG-06,623,Time Code,Identifier (ID),Optional,2.0,2,-,"Code identifying the time. In accordance with International Standards Organization standard 8601, time can be specified by a + or - and an indication in hours in relation to Universal Time Coordinate (UTC) time; since + is a restricted character, + and - are substituted by P and M in the codes that follow","C0605: If SG-06 is present, then SG-05 is required",51.0,https://www.stedi.com/edi/x12-004010/segment/SG
MS3-01,140,Standard Carrier Alpha Code,Identifier (ID),Mandatory,2.0,4,-,Standard Carrier Alpha Code,MS301 is the Standard Carrier Alpha Code (SCAC) of the interline carrier.,,https://www.stedi.com/edi/x12-004010/segment/MS3
MS3-02,133,Routing Sequence Code,Identifier (ID),Mandatory,1.0,2,-,Code describing the relationship of a carrier to a specific shipment movement,,23.0,https://www.stedi.com/edi/x12-004010/segment/MS3
MS3-03,19,City Name,String (AN),Conditional,2.0,30,-,Free-form text for city name,MS303 is the city where the interline was performed.,,https://www.stedi.com/edi/x12-004010/segment/MS3
MS3-04,91,Transportation Method/Type Code,Identifier (ID),Optional,1.0,2,-,Code specifying the method or type of transportation for the shipment,,71.0,https://www.stedi.com/edi/x12-004010/segment/MS3
MS3-05,156,State or Province Code,Identifier (ID),Optional,2.0,2,-,Code (Standard State/Province) as defined by appropriate government agency,"C0503: If MS3-05 is present, then MS3-03 is required",,https://www.stedi.com/edi/x12-004010/segment/MS3
REF-01,128,Reference Identification Qualifier,Identifier (ID),Mandatory,2.0,3.0,-,Code qualifying the Reference Identification,,1503.0,https://www.stedi.com/edi/x12-004010/segment/REF
REF-02,127,Reference Identification,String (AN),Conditional,1.0,30.0,-,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,R0203: At least one of REF-02 or REF-03 is required,,https://www.stedi.com/edi/x12-004010/segment/REF
REF-03,352,Description,String (AN),Conditional,1.0,80.0,-,A free-form description to clarify the related data elements and their content,,,https://www.stedi.com/edi/x12-004010/segment/REF
REF-04,C040,Reference Identifier,Composite (composite),Optional,,,,,,,https://www.stedi.com/edi/x12-004010/segment/REF
01,128,Reference Identification Qualifier,Identifier (ID),Mandatory,2.0,3.0,-,Code qualifying the Reference Identification,,1503.0,https://www.stedi.com/edi/x12-004010/segment/REF
02,127,Reference Identification,String (AN),Mandatory,1.0,30.0,-,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,,,https://www.stedi.com/edi/x12-004010/segment/REF
03,128,Reference Identification Qualifier,Identifier (ID),Conditional,2.0,3.0,-,Code qualifying the Reference Identification,"P0304: If either C040-03 or C040-04 is present, then the other is required",1503.0,https://www.stedi.com/edi/x12-004010/segment/REF
04,127,Reference Identification,String (AN),Conditional,1.0,30.0,-,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,,,https://www.stedi.com/edi/x12-004010/segment/REF
05,128,Reference Identification Qualifier,Identifier (ID),Conditional,2.0,3.0,-,Code qualifying the Reference Identification,"P0506: If either C040-05 or C040-06 is present, then the other is required",1503.0,https://www.stedi.com/edi/x12-004010/segment/REF
06,127,Reference Identification,String (AN),Conditional,1.0,30.0,-,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,,,https://www.stedi.com/edi/x12-004010/segment/REF
LM-01,559,Agency Qualifier Code,Identifier (ID),Mandatory,2.0,2,-,Code identifying the agency assigning the code values,,176.0,https://www.stedi.com/edi/x12-004010/segment/LM
LM-02,822,Source Subqualifier,String (AN),Optional,1.0,15,-,A reference that indicates the table or text maintained by the Source Qualifier,LM02 identifies the applicable industry code list source information.,,https://www.stedi.com/edi/x12-004010/segment/LM
GE-01,97,Number of Transaction Sets Included,Numeric (N0),Mandatory,1.0,6,-,Total number of transaction sets included in the functional group or interchange (transmission) group terminated by the trailer containing this data element,,,https://www.stedi.com/edi/x12-004010/segment/GE
GE-02,28,Group Control Number,Numeric (N0),Mandatory,1.0,9,-,Assigned number originated and maintained by the sender,"The data interchange control number GE02 in this trailer must be identical to the same data element in the associated functional group header, GS06.",,https://www.stedi.com/edi/x12-004010/segment/GE
EFI-01,786,Security Level Code,Identifier (ID),Mandatory,2.0,2,-,Code indicating the level of confidentiality assigned by the sender to the information following,,17.0,https://www.stedi.com/edi/x12-004010/segment/EFI
EFI-02,933,Free-Form Message Text,String (AN),Optional,1.0,264,-,Free-form message text,,,https://www.stedi.com/edi/x12-004010/segment/EFI
EFI-03,797,Security Technique Code,Identifier (ID),Optional,2.0,2,-,Code indicating that this element will be used to tell an EDI translator program which security technique to use,,5.0,https://www.stedi.com/edi/x12-004010/segment/EFI
EFI-04,799,Version Identifier,String (AN),Conditional,1.0,30,-,"Revision level of a particular format, program, technique or algorithm",,,https://www.stedi.com/edi/x12-004010/segment/EFI
EFI-05,802,Program Identifier,String (AN),Optional,1.0,30,-,Identifies the name of the software program from which the technical data originates,"C0504: If EFI-05 is present, then EFI-04 is required",,https://www.stedi.com/edi/x12-004010/segment/EFI
EFI-06,799,Version Identifier,String (AN),Conditional,1.0,30,-,"Revision level of a particular format, program, technique or algorithm",,,https://www.stedi.com/edi/x12-004010/segment/EFI
EFI-07,801,Interchange Format,String (AN),Optional,1.0,30,-,Industry or proprietary standard used to identify the format of the data,"C0706: If EFI-07 is present, then EFI-06 is required",,https://www.stedi.com/edi/x12-004010/segment/EFI
EFI-08,799,Version Identifier,String (AN),Conditional,1.0,30,-,"Revision level of a particular format, program, technique or algorithm",,,https://www.stedi.com/edi/x12-004010/segment/EFI
EFI-09,800,Compression Technique,String (AN),Optional,1.0,30,-,Identifies the digital data compression means and the type,"C0908: If EFI-09 is present, then EFI-08 is required",,https://www.stedi.com/edi/x12-004010/segment/EFI
EFI-10,789,Drawing Sheet Size Code,String (AN),Optional,2.0,2,-,Code indicating the drawing size and orientation of a technical drawing as specified and described in the current version of standards ANSI Y14.1 and ISO 5457 (E); see the listed ANSI and ISO standards for the maximum lengths for rolled sheets *,,17.0,https://www.stedi.com/edi/x12-004010/segment/EFI
EFI-11,803,File Name,String (AN),Optional,1.0,64,-,"Name assigned or declared for a file or used by a program to identify a file; exact format of the name depends on the computer operating system being used; name also may be known as the file's ""data set name""",,,https://www.stedi.com/edi/x12-004010/segment/EFI
EFI-12,804,Block Type,String (AN),Optional,1.0,4,-,"Organization of a data block such as fixed length, variable length, spanned, etc. Synonym for ""data format""",,,https://www.stedi.com/edi/x12-004010/segment/EFI
EFI-13,787,Record Length,Numeric (N),Optional,1.0,15,-,"Quantity of characters or bytes in a record. Synonyms are ""logical record length"" and ""record size""",,,https://www.stedi.com/edi/x12-004010/segment/EFI
EFI-14,788,Block Length,Numeric (N),Optional,1.0,5,-,"Quantity of data elements in a block, usually specified in units such as records, words or characters; synonym for ""block size""",,,https://www.stedi.com/edi/x12-004010/segment/EFI
EFI-15,799,Version Identifier,String (AN),Conditional,1.0,30,-,"Revision level of a particular format, program, technique or algorithm","P1516: If either EFI-15 or EFI-16 is present, then the other is required",,https://www.stedi.com/edi/x12-004010/segment/EFI
EFI-16,1570,Filter ID Code,Identifier (ID),Conditional,3.0,3,-,Code specifying the type of filter used to convert data code values,,6.0,https://www.stedi.com/edi/x12-004010/segment/EFI
BR-01,353,Transaction Set Purpose Code,Identifier (ID),Mandatory,2.0,2,-,Code identifying purpose of transaction set,,65.0,https://www.stedi.com/edi/x12-004010/segment/BR
BR-02,640,Transaction Type Code,Identifier (ID),Mandatory,2.0,2,-,Code specifying the type of transaction,,446.0,https://www.stedi.com/edi/x12-004010/segment/BR
BR-03,373,Date,Date (DT),Mandatory,8.0,8,-,Date expressed as CCYYMMDD,BR03 is the date of the transaction set preparation.,,https://www.stedi.com/edi/x12-004010/segment/BR
BR-04,67,Identification Code,String (AN),Conditional,2.0,80,-,Code identifying a party or other code,,,https://www.stedi.com/edi/x12-004010/segment/BR
BR-05,66,Identification Code Qualifier,Identifier (ID),Optional,1.0,2,-,Code designating the system/method of code structure used for Identification Code (67),"C0504: If BR-05 is present, then BR-04 is required",215.0,https://www.stedi.com/edi/x12-004010/segment/BR
BR-06,306,Action Code,Identifier (ID),Optional,1.0,2,-,Code indicating type of action,,296.0,https://www.stedi.com/edi/x12-004010/segment/BR
BR-07,128,Reference Identification Qualifier,Identifier (ID),Conditional,2.0,3,-,Code qualifying the Reference Identification,"P0708: If either BR-07 or BR-08 is present, then the other is required",1503.0,https://www.stedi.com/edi/x12-004010/segment/BR
BR-08,127,Reference Identification,String (AN),Conditional,1.0,30,-,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,,,https://www.stedi.com/edi/x12-004010/segment/BR
BR-09,337,Time,Time (TM),Optional,4.0,8,-,"Time expressed in 24-hour clock time as follows: HHMM, or HHMMSS, or HHMMSSD, or HHMMSSDD, where H = hours (00-23), M = minutes (00-59), S = integer seconds (00-59) and DD = decimal seconds; decimal seconds are expressed as follows: D = tenths (0-9) and DD = hundredths (00-99)",BR09 is the time of the transaction set preparation,,https://www.stedi.com/edi/x12-004010/segment/BR
BR-10,128,Reference Identification Qualifier,Identifier (ID),Conditional,2.0,3,-,Code qualifying the Reference Identification,"P1011: If either BR-10 or BR-11 is present, then the other is required",1503.0,https://www.stedi.com/edi/x12-004010/segment/BR
BR-11,127,Reference Identification,String (AN),Conditional,1.0,30,-,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,,,https://www.stedi.com/edi/x12-004010/segment/BR
PO1-01,350,Assigned Identification,String (AN),Optional,1.0,20,-,Alphanumeric characters assigned for differentiation within a transaction set,PO101 is the line item identification.,,https://www.stedi.com/edi/x12-004010/segment/PO1
PO1-02,330,Quantity Ordered,Decimal number (R),Conditional,1.0,15,-,Quantity ordered,,,https://www.stedi.com/edi/x12-004010/segment/PO1
PO1-03,355,Unit or Basis for Measurement Code,Identifier (ID),Optional,2.0,2,-,"Code specifying the units in which a value is being expressed, or manner in which a measurement has been taken","C0302: If PO1-03 is present, then PO1-02 is required",794.0,https://www.stedi.com/edi/x12-004010/segment/PO1
PO1-04,212,Unit Price,Decimal number (R),Conditional,1.0,17,-,"Price per unit of product, service, commodity, etc.",,,https://www.stedi.com/edi/x12-004010/segment/PO1
PO1-05,639,Basis of Unit Price Code,Identifier (ID),Optional,2.0,2,-,Code identifying the type of unit price for an item,"C0504: If PO1-05 is present, then PO1-04 is required",91.0,https://www.stedi.com/edi/x12-004010/segment/PO1
PO1-06,235,Product/Service ID Qualifier,Identifier (ID),Conditional,2.0,2,-,Code identifying the type/source of the descriptive number used in Product/Service ID (234),"P0607: If either PO1-06 or PO1-07 is present, then the other is required
PO106 through PO125 provide for ten different product/service IDs per each item. For example: Case, Color, Drawing No., U.P.C. No., ISBN No., Model No., or SKU.",477.0,https://www.stedi.com/edi/x12-004010/segment/PO1
PO1-07,234,Product/Service ID,String (AN),Conditional,1.0,48,-,Identifying number for a product or service,,,https://www.stedi.com/edi/x12-004010/segment/PO1
PO1-08,235,Product/Service ID Qualifier,Identifier (ID),Conditional,2.0,2,-,Code identifying the type/source of the descriptive number used in Product/Service ID (234),"P0809: If either PO1-08 or PO1-09 is present, then the other is required",477.0,https://www.stedi.com/edi/x12-004010/segment/PO1
PO1-09,234,Product/Service ID,String (AN),Conditional,1.0,48,-,Identifying number for a product or service,,,https://www.stedi.com/edi/x12-004010/segment/PO1
PO1-10,235,Product/Service ID Qualifier,Identifier (ID),Conditional,2.0,2,-,Code identifying the type/source of the descriptive number used in Product/Service ID (234),"P1011: If either PO1-10 or PO1-11 is present, then the other is required",477.0,https://www.stedi.com/edi/x12-004010/segment/PO1
PO1-11,234,Product/Service ID,String (AN),Conditional,1.0,48,-,Identifying number for a product or service,,,https://www.stedi.com/edi/x12-004010/segment/PO1
PO1-12,235,Product/Service ID Qualifier,Identifier (ID),Conditional,2.0,2,-,Code identifying the type/source of the descriptive number used in Product/Service ID (234),"P1213: If either PO1-12 or PO1-13 is present, then the other is required",477.0,https://www.stedi.com/edi/x12-004010/segment/PO1
PO1-13,234,Product/Service ID,String (AN),Conditional,1.0,48,-,Identifying number for a product or service,,,https://www.stedi.com/edi/x12-004010/segment/PO1
PO1-14,235,Product/Service ID Qualifier,Identifier (ID),Conditional,2.0,2,-,Code identifying the type/source of the descriptive number used in Product/Service ID (234),"P1415: If either PO1-14 or PO1-15 is present, then the other is required",477.0,https://www.stedi.com/edi/x12-004010/segment/PO1
PO1-15,234,Product/Service ID,String (AN),Conditional,1.0,48,-,Identifying number for a product or service,,,https://www.stedi.com/edi/x12-004010/segment/PO1
PO1-16,235,Product/Service ID Qualifier,Identifier (ID),Conditional,2.0,2,-,Code identifying the type/source of the descriptive number used in Product/Service ID (234),"P1617: If either PO1-16 or PO1-17 is present, then the other is required",477.0,https://www.stedi.com/edi/x12-004010/segment/PO1
PO1-17,234,Product/Service ID,String (AN),Conditional,1.0,48,-,Identifying number for a product or service,,,https://www.stedi.com/edi/x12-004010/segment/PO1
PO1-18,235,Product/Service ID Qualifier,Identifier (ID),Conditional,2.0,2,-,Code identifying the type/source of the descriptive number used in Product/Service ID (234),"P1819: If either PO1-18 or PO1-19 is present, then the other is required",477.0,https://www.stedi.com/edi/x12-004010/segment/PO1
PO1-19,234,Product/Service ID,String (AN),Conditional,1.0,48,-,Identifying number for a product or service,,,https://www.stedi.com/edi/x12-004010/segment/PO1
PO1-20,235,Product/Service ID Qualifier,Identifier (ID),Conditional,2.0,2,-,Code identifying the type/source of the descriptive number used in Product/Service ID (234),"P2021: If either PO1-20 or PO1-21 is present, then the other is required",477.0,https://www.stedi.com/edi/x12-004010/segment/PO1
PO1-21,234,Product/Service ID,String (AN),Conditional,1.0,48,-,Identifying number for a product or service,,,https://www.stedi.com/edi/x12-004010/segment/PO1
PO1-22,235,Product/Service ID Qualifier,Identifier (ID),Conditional,2.0,2,-,Code identifying the type/source of the descriptive number used in Product/Service ID (234),"P2223: If either PO1-22 or PO1-23 is present, then the other is required",477.0,https://www.stedi.com/edi/x12-004010/segment/PO1
PO1-23,234,Product/Service ID,String (AN),Conditional,1.0,48,-,Identifying number for a product or service,,,https://www.stedi.com/edi/x12-004010/segment/PO1
PO1-24,235,Product/Service ID Qualifier,Identifier (ID),Conditional,2.0,2,-,Code identifying the type/source of the descriptive number used in Product/Service ID (234),"P2425: If either PO1-24 or PO1-25 is present, then the other is required",477.0,https://www.stedi.com/edi/x12-004010/segment/PO1
PO1-25,234,Product/Service ID,String (AN),Conditional,1.0,48,-,Identifying number for a product or service,,,https://www.stedi.com/edi/x12-004010/segment/PO1
N9-01,128,Reference Identification Qualifier,Identifier (ID),Mandatory,2.0,3.0,-,Code qualifying the Reference Identification,,1503.0,https://www.stedi.com/edi/x12-004010/segment/N9
N9-02,127,Reference Identification,String (AN),Conditional,1.0,30.0,-,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,R0203: At least one of N9-02 or N9-03 is required,,https://www.stedi.com/edi/x12-004010/segment/N9
N9-03,369,Free-form Description,String (AN),Conditional,1.0,45.0,-,Free-form descriptive text,,,https://www.stedi.com/edi/x12-004010/segment/N9
N9-04,373,Date,Date (DT),Optional,8.0,8.0,-,Date expressed as CCYYMMDD,,,https://www.stedi.com/edi/x12-004010/segment/N9
N9-05,337,Time,Time (TM),Conditional,4.0,8.0,-,"Time expressed in 24-hour clock time as follows: HHMM, or HHMMSS, or HHMMSSD, or HHMMSSDD, where H = hours (00-23), M = minutes (00-59), S = integer seconds (00-59) and DD = decimal seconds; decimal seconds are expressed as follows: D = tenths (0-9) and DD = hundredths (00-99)",,,https://www.stedi.com/edi/x12-004010/segment/N9
N9-06,623,Time Code,Identifier (ID),Optional,2.0,2.0,-,"Code identifying the time. In accordance with International Standards Organization standard 8601, time can be specified by a + or - and an indication in hours in relation to Universal Time Coordinate (UTC) time; since + is a restricted character, + and - are substituted by P and M in the codes that follow","C0605: If N9-06 is present, then N9-05 is required
N906 reflects the time zone which the time reflects.",51.0,https://www.stedi.com/edi/x12-004010/segment/N9
N9-07,C040,Reference Identifier,Composite (composite),Optional,,,,,,,https://www.stedi.com/edi/x12-004010/segment/N9
01,128,Reference Identification Qualifier,Identifier (ID),Mandatory,2.0,3.0,-,Code qualifying the Reference Identification,,1503.0,https://www.stedi.com/edi/x12-004010/segment/N9
02,127,Reference Identification,String (AN),Mandatory,1.0,30.0,-,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,,,https://www.stedi.com/edi/x12-004010/segment/N9
03,128,Reference Identification Qualifier,Identifier (ID),Conditional,2.0,3.0,-,Code qualifying the Reference Identification,"P0304: If either C040-03 or C040-04 is present, then the other is required",1503.0,https://www.stedi.com/edi/x12-004010/segment/N9
04,127,Reference Identification,String (AN),Conditional,1.0,30.0,-,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,,,https://www.stedi.com/edi/x12-004010/segment/N9
05,128,Reference Identification Qualifier,Identifier (ID),Conditional,2.0,3.0,-,Code qualifying the Reference Identification,"P0506: If either C040-05 or C040-06 is present, then the other is required",1503.0,https://www.stedi.com/edi/x12-004010/segment/N9
06,127,Reference Identification,String (AN),Conditional,1.0,30.0,-,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,,,https://www.stedi.com/edi/x12-004010/segment/N9
LX-01,554,Assigned Number,Numeric (N0),Mandatory,1.0,6,-,Number assigned for differentiation within a transaction set,,,https://www.stedi.com/edi/x12-004010/segment/LX
FA2-01,1196,Breakdown Structure Detail Code,Identifier (ID),Mandatory,2.0,2,-,Codes identifying details relating to a reporting breakdown structure tree,,166.0,https://www.stedi.com/edi/x12-004010/segment/FA2
FA2-02,1195,Financial Information Code,String (AN),Mandatory,1.0,80,-,Code representing financial accounting information,,,https://www.stedi.com/edi/x12-004010/segment/FA2
QTY-01,673,Quantity Qualifier,Identifier (ID),Mandatory,2.0,2.0,-,Code specifying the type of quantity,,832.0,https://www.stedi.com/edi/x12-004010/segment/QTY
QTY-02,380,Quantity,Decimal number (R),Conditional,1.0,15.0,-,Numeric value of quantity,"R0204: At least one of QTY-02 or QTY-04 is required
E0204: Only one of QTY-02 or QTY-04 may be present",,https://www.stedi.com/edi/x12-004010/segment/QTY
QTY-03,C001,Composite Unit of Measure,Composite (composite),Optional,,,,,,,https://www.stedi.com/edi/x12-004010/segment/QTY
01,355,Unit or Basis for Measurement Code,Identifier (ID),Mandatory,2.0,2.0,-,"Code specifying the units in which a value is being expressed, or manner in which a measurement has been taken",,794.0,https://www.stedi.com/edi/x12-004010/segment/QTY
02,1018,Exponent,Decimal number (R),Optional,1.0,15.0,-,Power to which a unit is raised,"If C001-02 is not used, its value is to be interpreted as 1.",,https://www.stedi.com/edi/x12-004010/segment/QTY
03,649,Multiplier,Decimal number (R),Optional,1.0,10.0,-,Value to be used as a multiplier to obtain a new value,"If C001-03 is not used, its value is to be interpreted as 1.",,https://www.stedi.com/edi/x12-004010/segment/QTY
04,355,Unit or Basis for Measurement Code,Identifier (ID),Optional,2.0,2.0,-,"Code specifying the units in which a value is being expressed, or manner in which a measurement has been taken",,794.0,https://www.stedi.com/edi/x12-004010/segment/QTY
05,1018,Exponent,Decimal number (R),Optional,1.0,15.0,-,Power to which a unit is raised,"If C001-05 is not used, its value is to be interpreted as 1.",,https://www.stedi.com/edi/x12-004010/segment/QTY
06,649,Multiplier,Decimal number (R),Optional,1.0,10.0,-,Value to be used as a multiplier to obtain a new value,"If C001-06 is not used, its value is to be interpreted as 1.",,https://www.stedi.com/edi/x12-004010/segment/QTY
07,355,Unit or Basis for Measurement Code,Identifier (ID),Optional,2.0,2.0,-,"Code specifying the units in which a value is being expressed, or manner in which a measurement has been taken",,794.0,https://www.stedi.com/edi/x12-004010/segment/QTY
08,1018,Exponent,Decimal number (R),Optional,1.0,15.0,-,Power to which a unit is raised,"If C001-08 is not used, its value is to be interpreted as 1.",,https://www.stedi.com/edi/x12-004010/segment/QTY
09,649,Multiplier,Decimal number (R),Optional,1.0,10.0,-,Value to be used as a multiplier to obtain a new value,"If C001-09 is not used, its value is to be interpreted as 1.",,https://www.stedi.com/edi/x12-004010/segment/QTY
10,355,Unit or Basis for Measurement Code,Identifier (ID),Optional,2.0,2.0,-,"Code specifying the units in which a value is being expressed, or manner in which a measurement has been taken",,794.0,https://www.stedi.com/edi/x12-004010/segment/QTY
11,1018,Exponent,Decimal number (R),Optional,1.0,15.0,-,Power to which a unit is raised,"If C001-11 is not used, its value is to be interpreted as 1.",,https://www.stedi.com/edi/x12-004010/segment/QTY
12,649,Multiplier,Decimal number (R),Optional,1.0,10.0,-,Value to be used as a multiplier to obtain a new value,"If C001-12 is not used, its value is to be interpreted as 1.",,https://www.stedi.com/edi/x12-004010/segment/QTY
13,355,Unit or Basis for Measurement Code,Identifier (ID),Optional,2.0,2.0,-,"Code specifying the units in which a value is being expressed, or manner in which a measurement has been taken",,794.0,https://www.stedi.com/edi/x12-004010/segment/QTY
14,1018,Exponent,Decimal number (R),Optional,1.0,15.0,-,Power to which a unit is raised,"If C001-14 is not used, its value is to be interpreted as 1.",,https://www.stedi.com/edi/x12-004010/segment/QTY
15,649,Multiplier,Decimal number (R),Optional,1.0,10.0,-,Value to be used as a multiplier to obtain a new value,"If C001-15 is not used, its value is to be interpreted as 1.",,https://www.stedi.com/edi/x12-004010/segment/QTY
QTY-04,61,Free-Form Message,String (AN),Conditional,1.0,30.0,-,Free-form information,QTY04 is used when the quantity is non-numeric.,,https://www.stedi.com/edi/x12-004010/segment/QTY
B10-01,127,Reference Identification,String (AN),Conditional,1.0,30,-,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,"R0106: At least one of B10-01 or B10-06 is required
E0105: Only one of B10-01 or B10-05 may be present
B1001 is the carrier assigned reference number.
B1001 is the carrier's PRO (invoice number) that identifies the shipment.",,https://www.stedi.com/edi/x12-004010/segment/B10
B10-02,145,Shipment Identification Number,String (AN),Optional,1.0,30,-,Identification number assigned to the shipment by the shipper that uniquely identifies the shipment from origin to ultimate destination and is not subject to modification; (Does not contain blanks or special characters),,,https://www.stedi.com/edi/x12-004010/segment/B10
B10-03,140,Standard Carrier Alpha Code,Identifier (ID),Mandatory,2.0,4,-,Standard Carrier Alpha Code,B1003 is required when used in Transaction Set 214.,,https://www.stedi.com/edi/x12-004010/segment/B10
B10-04,71,Inquiry Request Number,Numeric (N0),Optional,1.0,3,-,Identifying number assigned by inquirer,,,https://www.stedi.com/edi/x12-004010/segment/B10
B10-05,128,Reference Identification Qualifier,Identifier (ID),Conditional,2.0,3,-,Code qualifying the Reference Identification,"P0506: If either B10-05 or B10-06 is present, then the other is required",1503.0,https://www.stedi.com/edi/x12-004010/segment/B10
B10-06,127,Reference Identification,String (AN),Conditional,1.0,30,-,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,"B1006 is the carrier assigned bar code identification or another carrier assigned shipment identification, such as a manifest number.",,https://www.stedi.com/edi/x12-004010/segment/B10
B10-07,1073,Yes/No Condition or Response Code,Identifier (ID),Optional,1.0,1,-,Code indicating a Yes or No condition or response,"B1007 indicates if the reference numbers included in this transmission were transmitted to the carrier via EDI or key entered by the carrier. A ""Y"" indicates that the carrier received the reference numbers in an EDI transmission; an ""N"" indicates that the carrier did not receive the reference numbers in an EDI transmission and key entered the data from a shipper supplied document.",4.0,https://www.stedi.com/edi/x12-004010/segment/B10
Q2-01,597,Vessel Code,Identifier (ID),Optional,1.0,8,-,Code identifying vessel,,,https://www.stedi.com/edi/x12-004010/segment/Q2
Q2-02,26,Country Code,Identifier (ID),Optional,2.0,3,-,Code identifying the country,Q202 is the code identifying the country in which the ship (vessel) is registered.,498.0,https://www.stedi.com/edi/x12-004010/segment/Q2
Q2-03,373,Date,Date (DT),Optional,8.0,8,-,Date expressed as CCYYMMDD,Q203 is the required pier date.,,https://www.stedi.com/edi/x12-004010/segment/Q2
Q2-04,373,Date,Date (DT),Optional,8.0,8,-,Date expressed as CCYYMMDD,Q204 is the date of departure of the vessel.,,https://www.stedi.com/edi/x12-004010/segment/Q2
Q2-05,373,Date,Date (DT),Optional,8.0,8,-,Date expressed as CCYYMMDD,Q205 is the date the shipment was unloaded from the vessel.,,https://www.stedi.com/edi/x12-004010/segment/Q2
Q2-06,80,Lading Quantity,Numeric (N0),Optional,1.0,7,-,Number of units (pieces) of the lading commodity,,,https://www.stedi.com/edi/x12-004010/segment/Q2
Q2-07,81,Weight,Decimal number (R),Conditional,1.0,10,-,Numeric value of weight,"P070816: If either Q2-07, Q2-08 or Q2-16 are present, then the others are required",,https://www.stedi.com/edi/x12-004010/segment/Q2
Q2-08,187,Weight Qualifier,Identifier (ID),Conditional,1.0,2,-,Code defining the type of weight,,51.0,https://www.stedi.com/edi/x12-004010/segment/Q2
Q2-09,55,Flight/Voyage Number,String (AN),Optional,2.0,10,-,Identifying designator for the particular flight or voyage on which the cargo travels,,,https://www.stedi.com/edi/x12-004010/segment/Q2
Q2-10,128,Reference Identification Qualifier,Identifier (ID),Optional,2.0,3,-,Code qualifying the Reference Identification,"C1011: If Q2-10 is present, then Q2-11 is required",1503.0,https://www.stedi.com/edi/x12-004010/segment/Q2
Q2-11,127,Reference Identification,String (AN),Conditional,1.0,30,-,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,,,https://www.stedi.com/edi/x12-004010/segment/Q2
Q2-12,897,Vessel Code Qualifier,Identifier (ID),Optional,1.0,1,-,Code specifying vessel code source,,4.0,https://www.stedi.com/edi/x12-004010/segment/Q2
Q2-13,182,Vessel Name,String (AN),Optional,2.0,28,-,"Name of ship as documented in ""Lloyd's Register of Ships""",,,https://www.stedi.com/edi/x12-004010/segment/Q2
Q2-14,183,Volume,Decimal number (R),Conditional,1.0,8,-,Value of volumetric measure,"P1415: If either Q2-14 or Q2-15 is present, then the other is required",,https://www.stedi.com/edi/x12-004010/segment/Q2
Q2-15,184,Volume Unit Qualifier,Identifier (ID),Conditional,1.0,1,-,Code identifying the volume unit,,16.0,https://www.stedi.com/edi/x12-004010/segment/Q2
Q2-16,188,Weight Unit Code,Identifier (ID),Conditional,1.0,1,-,Code specifying the weight unit,,8.0,https://www.stedi.com/edi/x12-004010/segment/Q2
AT5-01,152,Special Handling Code,Identifier (ID),Conditional,2.0,3,-,Code specifying special transportation handling instructions,E0103: Only one of AT5-01 or AT5-03 may be present,526.0,https://www.stedi.com/edi/x12-004010/segment/AT5
AT5-02,560,Special Services Code,Identifier (ID),Conditional,2.0,10,-,Code identifying the special service,E0203: Only one of AT5-02 or AT5-03 may be present,168.0,https://www.stedi.com/edi/x12-004010/segment/AT5
AT5-03,153,Special Handling Description,String (AN),Conditional,2.0,30,-,Free-form additional description of special handling instructions to appear on printed bill if special handling code is not adequate,,,https://www.stedi.com/edi/x12-004010/segment/AT5
L11-01,127,Reference Identification,String (AN),Conditional,1.0,30,-,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,"R0103: At least one of L11-01 or L11-03 is required
P0102: If either L11-01 or L11-02 is present, then the other is required",,https://www.stedi.com/edi/x12-004010/segment/L11
