Key,Value,source_file
PA,Party to Receive Inspection Report,DE-98-4010-X12.json
PB,Paying Bank,DE-98-4010-X12.json
PC,Party to Receive Cert. of Conformance (C.A.A.),DE-98-4010-X12.json
PD,Purchaser's Department Buyer,DE-98-4010-X12.json
PE,Payee,DE-98-4010-X12.json
PF,Party to Receive Freight Bill,DE-98-4010-X12.json
PG,Prime Contractor,DE-98-4010-X12.json
PH,Printer,DE-98-4010-X12.json
PI,Publisher,DE-98-4010-X12.json
PJ,Party to Receive Correspondence,DE-98-4010-X12.json
PK,Party to Receive Copy,DE-98-4010-X12.json
PL,Party to Receive Purchase Order,DE-98-4010-X12.json
PLR,Payer of Last Resort,DE-98-4010-X12.json
PM,Party to receive paper Memo of Invoice,DE-98-4010-X12.json
PMF,Party Manufactured For,DE-98-4010-X12.json
PN,Party to Receive Shipping Notice,DE-98-4010-X12.json
PO,Party to Receive Invoice for Goods or Services,DE-98-4010-X12.json
PP,Property,DE-98-4010-X12.json
PPS,Person for Whose Benefit Property was Seized,DE-98-4010-X12.json
PQ,Party to Receive Invoice for Lease Payments,DE-98-4010-X12.json
PR,Payer,DE-98-4010-X12.json
PRE,Previous Owner,DE-98-4010-X12.json
PRP,Primary Payer,DE-98-4010-X12.json
PS,Previous Station,DE-98-4010-X12.json
PT,Party to Receive Test Report,DE-98-4010-X12.json
PU,Party at Pick-up Location,DE-98-4010-X12.json
PUR,Purchased Company,DE-98-4010-X12.json
PV,Party performing certification,DE-98-4010-X12.json
PW,Pick Up Address,DE-98-4010-X12.json
PX,Party Performing Count,DE-98-4010-X12.json
PY,Party to File Personal Property Tax,DE-98-4010-X12.json
PZ,Party to Receive Equipment - Name a party to receive the transfer of equipment,DE-98-4010-X12.json
Q1,Conductor Pilot,DE-98-4010-X12.json
Q2,Engineer Pilot,DE-98-4010-X12.json
Q3,Retail Account,DE-98-4010-X12.json
Q4,Cooperative Buying Group,DE-98-4010-X12.json
Q5,Advertising Group,DE-98-4010-X12.json
Q6,Interpreter,DE-98-4010-X12.json
Q7,Partner,DE-98-4010-X12.json
Q8,Base Period Employer,DE-98-4010-X12.json
Q9,Last Employer,DE-98-4010-X12.json
QA,Pharmacy - Establishment responsible for preparing and dispensing drugs and medicines,DE-98-4010-X12.json
QB,Purchase Service Provider - Entity from which medical supplies may be bought,DE-98-4010-X12.json
QC,Patient - Individual receiving medical care,DE-98-4010-X12.json
QD,Responsible Party - Person responsible for the affairs of the person having services rendered,DE-98-4010-X12.json
QE,Policyholder,DE-98-4010-X12.json
QF,Passenger,DE-98-4010-X12.json
QG,Pedestrian,DE-98-4010-X12.json
QH,Physician,DE-98-4010-X12.json
QI,Party in Possession,DE-98-4010-X12.json
QJ,Most Recent Employer (Chargeable),DE-98-4010-X12.json
QK,Managed Care,DE-98-4010-X12.json
QL,Chiropractor,DE-98-4010-X12.json
QM,Dialysis Centers,DE-98-4010-X12.json
QN,Dentist,DE-98-4010-X12.json
QO,Doctor of Osteopathy,DE-98-4010-X12.json
QP,Principal Borrower,DE-98-4010-X12.json
QQ,Quality Control,DE-98-4010-X12.json
QR,Buyer's Quality Review Board,DE-98-4010-X12.json
QS,Podiatrist,DE-98-4010-X12.json
QT,Psychiatrist,DE-98-4010-X12.json
QU,Veterinarian,DE-98-4010-X12.json
QV,Group Practice,DE-98-4010-X12.json
QW,Government,DE-98-4010-X12.json
QX,Home Health Corporation - Organization primarily engaged in providing skilled nursing or other therapeutic services,DE-98-4010-X12.json
QY,Medical Doctor - An individual trained and licensed to practice as a Medical Doctor (M.D.),DE-98-4010-X12.json
QZ,Co-borrower,DE-98-4010-X12.json
R0,Royalty Owner,DE-98-4010-X12.json
R1,Party to Receive Scale Ticket - Party receiving document containing weight information from scale,DE-98-4010-X12.json
R2,Reporting Officer,DE-98-4010-X12.json
R3,Next Scheduled Destination,DE-98-4010-X12.json
R4,Regulatory (State) District,DE-98-4010-X12.json
R5,Regulatory (State) Entity,DE-98-4010-X12.json
R6,Requester,DE-98-4010-X12.json
R7,Consumer Referral Contact,DE-98-4010-X12.json
R8,Credit Reporting Agency,DE-98-4010-X12.json
R9,Requested Lender,DE-98-4010-X12.json
RA,Alternate Return Address,DE-98-4010-X12.json
RB,Receiving Bank,DE-98-4010-X12.json
RC,Receiving Location,DE-98-4010-X12.json
RCR,Recovery Room,DE-98-4010-X12.json
RD,Destination Intermodal Ramp,DE-98-4010-X12.json
RE,Party to receive commercial invoice remittance,DE-98-4010-X12.json
REC,Receiver Manager,DE-98-4010-X12.json
RF,Refinery,DE-98-4010-X12.json
RG,"Responsible Installation, Origin",DE-98-4010-X12.json
RGA,Responsible Government Agency,DE-98-4010-X12.json
RH,"Responsible Installation, Destination",DE-98-4010-X12.json
RI,Remit To,DE-98-4010-X12.json
RJ,Residence or Domicile,DE-98-4010-X12.json
RK,Refinery Operator,DE-98-4010-X12.json
RL,Reporting Location,DE-98-4010-X12.json
RM,Party that remits payment,DE-98-4010-X12.json
RN,Repair or Refurbish Location - Location to ship goods for repair or refurbishment,DE-98-4010-X12.json
RO,Original Intermodal Ramp,DE-98-4010-X12.json
RP,Receiving Point for Customer Samples,DE-98-4010-X12.json
RQ,Resale Customer,DE-98-4010-X12.json
RR,Railroad,DE-98-4010-X12.json
RS,Receiving Facility Scheduler,DE-98-4010-X12.json
RT,Returned to - Location to which goods have or will be returned,DE-98-4010-X12.json
RU,"Receiving Sub-Location - Sometimes in aircraft fueling operations additional fueling charges may apply due to an unusual fueling location within the airport boundaries, this code would be used in those instances to note the location and reason for the special charge",DE-98-4010-X12.json
RV,Reservoir,DE-98-4010-X12.json
RW,Rural Health Clinic,DE-98-4010-X12.json
RX,Responsible Exhibitor,DE-98-4010-X12.json
RY,Specified Repository,DE-98-4010-X12.json
RZ,Receipt Zone - Area where the product was received,DE-98-4010-X12.json
S0,Sole Proprietor,DE-98-4010-X12.json
S1,Parent,DE-98-4010-X12.json
S2,Student,DE-98-4010-X12.json
S3,Custodial Parent,DE-98-4010-X12.json
S4,Skilled Nursing Facility,DE-98-4010-X12.json
S5,Secured Party,DE-98-4010-X12.json
S6,Agency Granting Security Clearance,DE-98-4010-X12.json
S7,Secured Party Company,DE-98-4010-X12.json
S8,Secured Party Individual,DE-98-4010-X12.json
S9,Sibling,DE-98-4010-X12.json
SA,Salvage Carrier,DE-98-4010-X12.json
SB,Storage Area,DE-98-4010-X12.json
SC,Store Class,DE-98-4010-X12.json
SD,Sold To and Ship To,DE-98-4010-X12.json
SE,Selling Party,DE-98-4010-X12.json
SEP,Secondary Payer,DE-98-4010-X12.json
SF,Ship From,DE-98-4010-X12.json
SG,Store Group,DE-98-4010-X12.json
SH,Shipper,DE-98-4010-X12.json
SI,Shipping Schedule Issuer,DE-98-4010-X12.json
SJ,Service Provider - Identifies name and address information as pertaining to a service provider for which billing is being rendered,DE-98-4010-X12.json
SK,Secondary Location Address (SLA) - Identifies a physical address location in which a telecommunications circuit terminates; this address is in addition to a main service address,DE-98-4010-X12.json
SL,Origin Sublocation - The origin of product for accounting and operations purposes,DE-98-4010-X12.json
SM,Party to Receive Shipping Manifest,DE-98-4010-X12.json
SN,Store,DE-98-4010-X12.json
SO,Sold To If Different From Bill To,DE-98-4010-X12.json
SP,Party filling Shipper's Order,DE-98-4010-X12.json
SQ,Service Bureau - A business entity that is responsible for providing computer resources to other firms that do not have computer resources of their own,DE-98-4010-X12.json
SR,Samples to be Returned To,DE-98-4010-X12.json
SS,Steamship Company,DE-98-4010-X12.json
ST,Ship To,DE-98-4010-X12.json
SU,Supplier/Manufacturer,DE-98-4010-X12.json
SV,"Service Performance Site - When services are contracted for, this describes the organization for whom or location address at which those services will be performed",DE-98-4010-X12.json
SW,Sealing Company,DE-98-4010-X12.json
SX,School-based Service Provider,DE-98-4010-X12.json
SY,Secondary Taxpayer - Taxpayer who is filing jointly with the primary taxpayer,DE-98-4010-X12.json
SZ,Supervisor,DE-98-4010-X12.json
T1,Operator of the Transfer Point,DE-98-4010-X12.json
T2,Operator of the Source Transfer Point,DE-98-4010-X12.json
T3,Terminal Location - A geographic location where a motor or rail or air or water terminal is located,DE-98-4010-X12.json
T4,Transfer Point - A geographic location where a shipment is transferred or diverted to a new destination,DE-98-4010-X12.json
T6,Terminal Operator,DE-98-4010-X12.json
T8,Previous Title Company,DE-98-4010-X12.json
T9,Prior Title Evidence Holder,DE-98-4010-X12.json
TA,Title Insurance Services Provider,DE-98-4010-X12.json
TB,Tooling,DE-98-4010-X12.json
TC,Tool Source,DE-98-4010-X12.json
TD,Tooling Design,DE-98-4010-X12.json
TE,Theatre,DE-98-4010-X12.json
TF,Tank Farm,DE-98-4010-X12.json
TG,Tooling Fabrication,DE-98-4010-X12.json
TH,Theater Circuit,DE-98-4010-X12.json
TI,Tariff Issuer,DE-98-4010-X12.json
TJ,Cosigner,DE-98-4010-X12.json
TK,Test Sponsor - Organization sponsoring a test to be run for certification,DE-98-4010-X12.json
TL,Testing Laboratory,DE-98-4010-X12.json
TM,"Transmitter - A firm, organization, or individual who transmits returns electronically to a taxing authority",DE-98-4010-X12.json
TN,Tradename,DE-98-4010-X12.json
TO,Message To,DE-98-4010-X12.json
TP,Primary Taxpayer - Taxpayer whose social security number or employer identification number is used as the primary identification number for the filing,DE-98-4010-X12.json
TPM,Third Party Marketer,DE-98-4010-X12.json
TQ,Third Party Reviewing Organization (TPO),DE-98-4010-X12.json
TR,Terminal,DE-98-4010-X12.json
TS,Party to Receive Certified Test Results,DE-98-4010-X12.json
TSE,Consignee Courier Transfer Station,DE-98-4010-X12.json
TSR,Consignor Courier Transfer Station,DE-98-4010-X12.json
TT,Transfer To,DE-98-4010-X12.json
TTP,Tertiary Payer,DE-98-4010-X12.json
TU,Third Party Repricing Organization (TPO),DE-98-4010-X12.json
TV,Third Party Administrator (TPA),DE-98-4010-X12.json
TW,Transit Authority,DE-98-4010-X12.json
TX,Tax Authority,DE-98-4010-X12.json
TY,Trustee,DE-98-4010-X12.json
TZ,Significant Other,DE-98-4010-X12.json
U1,Gas Transaction Point 1,DE-98-4010-X12.json
U2,Gas Transaction Point 2,DE-98-4010-X12.json
U3,Servicing Agent,DE-98-4010-X12.json
U4,Team,DE-98-4010-X12.json
U5,Underwriter,DE-98-4010-X12.json
U6,Title Underwriter,DE-98-4010-X12.json
U7,Psychologist,DE-98-4010-X12.json
U8,Reference,DE-98-4010-X12.json
U9,Non-Registered Investment Advisor,DE-98-4010-X12.json
UA,Place of Bottling,DE-98-4010-X12.json
UB,Place of Distilling,DE-98-4010-X12.json
UC,Ultimate Consignee,DE-98-4010-X12.json
UD,Region,DE-98-4010-X12.json
UE,Testing Service,DE-98-4010-X12.json
UF,Health Miscellaneous - Health related entities that are not otherwise classified,DE-98-4010-X12.json
UG,Nursing Home Chain,DE-98-4010-X12.json
UH,Nursing Home,DE-98-4010-X12.json
UI,Registered Investment Advisor,DE-98-4010-X12.json
UJ,Sales Assistant,DE-98-4010-X12.json
UK,System,DE-98-4010-X12.json
UL,Special Account,DE-98-4010-X12.json
UM,Current Employer (Primary),DE-98-4010-X12.json
UN,Union,DE-98-4010-X12.json
UO,Current Employer (Secondary),DE-98-4010-X12.json
UP,Unloading Party,DE-98-4010-X12.json
UQ,Subsequent Owner,DE-98-4010-X12.json
UR,Surgeon,DE-98-4010-X12.json
US,Upstream Party,DE-98-4010-X12.json
UT,U.S. Trustee,DE-98-4010-X12.json
UU,Annuitant Payor,DE-98-4010-X12.json
UW,Unassigned Agent,DE-98-4010-X12.json
UX,Base Jurisdiction,DE-98-4010-X12.json
UY,Vehicle,DE-98-4010-X12.json
UZ,Signer,DE-98-4010-X12.json
V1,Surety,DE-98-4010-X12.json
V2,Grantor,DE-98-4010-X12.json
V3,Well Pad Construction Contractor,DE-98-4010-X12.json
V4,Oil and Gas Regulatory Agency,DE-98-4010-X12.json
V5,Surface Discharge Agency,DE-98-4010-X12.json
V6,Well Casing Depth Authority,DE-98-4010-X12.json
V8,Market Timer,DE-98-4010-X12.json
V9,Owner Annuitant Payor,DE-98-4010-X12.json
VA,Second Contact,DE-98-4010-X12.json
VB,Candidate,DE-98-4010-X12.json
VC,Vehicle Custodian,DE-98-4010-X12.json
VD,Multiple Listing Service,DE-98-4010-X12.json
VE,Board of Realtors,DE-98-4010-X12.json
VF,Selling Office,DE-98-4010-X12.json
VG,Listing Agent,DE-98-4010-X12.json
VH,Showing Agent,DE-98-4010-X12.json
VI,Contact Person,DE-98-4010-X12.json
VJ,Owner Joint Annuitant Payor,DE-98-4010-X12.json
VK,Property or Building Manager,DE-98-4010-X12.json
VL,Builder Name,DE-98-4010-X12.json
VM,Occupant,DE-98-4010-X12.json
VN,Vendor,DE-98-4010-X12.json
VO,Elementary School,DE-98-4010-X12.json
VP,Party with Power to Vote Securities,DE-98-4010-X12.json
VQ,Middle School,DE-98-4010-X12.json
VR,Junior High School,DE-98-4010-X12.json
VS,Vehicle Salvage Assignment,DE-98-4010-X12.json
VT,Listing Office,DE-98-4010-X12.json
VU,Second Contact Organization,DE-98-4010-X12.json
VV,Owner Payor,DE-98-4010-X12.json
VW,Winner,DE-98-4010-X12.json
VX,Production Manager,DE-98-4010-X12.json
VY,Organization Completing Configuration Change,DE-98-4010-X12.json
VZ,Production Manager,DE-98-4010-X12.json
W1,Work Team,DE-98-4010-X12.json
W2,Supplier Work Team,DE-98-4010-X12.json
W3,Third Party Investment Advisor,DE-98-4010-X12.json
W4,Trust,DE-98-4010-X12.json
W8,Interline Service Commitment Customer,DE-98-4010-X12.json
W9,Sampling Location,DE-98-4010-X12.json
WA,Writing Agent,DE-98-4010-X12.json
WB,Appraiser Name,DE-98-4010-X12.json
WC,Comparable Property,DE-98-4010-X12.json
WD,Storage Facility at Destination - A storage facility located in the geographic vicinity of a destination location,DE-98-4010-X12.json
WE,Subject Property,DE-98-4010-X12.json
WF,Tank Farm Owner,DE-98-4010-X12.json
WG,Wage Earner,DE-98-4010-X12.json
WH,Warehouse,DE-98-4010-X12.json
WI,Witness,DE-98-4010-X12.json
WJ,Supervisory Appraiser Name,DE-98-4010-X12.json
WL,Wholesaler,DE-98-4010-X12.json
WN,Company Assigned Well,DE-98-4010-X12.json
WO,Storage Facility at Origin - A storage facility located in the geographic vicinity of an origin location,DE-98-4010-X12.json
WP,Witness for Plaintiff,DE-98-4010-X12.json
WR,Withdrawal Point,DE-98-4010-X12.json
WS,Water System,DE-98-4010-X12.json
WT,Witness for Defendant,DE-98-4010-X12.json
WU,Primary Support Organization,DE-98-4010-X12.json
WV,Preliminary Maintenance Period Designating Organization,DE-98-4010-X12.json
WW,Preliminary Maintenance Organization,DE-98-4010-X12.json
WX,Preliminary Referred To Organization,DE-98-4010-X12.json
WY,Final Maintenance Period Designating Organization,DE-98-4010-X12.json
WZ,Final Maintenance Organization,DE-98-4010-X12.json
X1,Mail to - An address to which a specified item is to be mailed,DE-98-4010-X12.json
X2,Party to Perform Packaging - A party responsible for packaging an item after it has been produced,DE-98-4010-X12.json
X3,Utilization Management Organization,DE-98-4010-X12.json
X4,Spouse,DE-98-4010-X12.json
X5,Durable Medical Equipment Supplier,DE-98-4010-X12.json
X6,International Organization,DE-98-4010-X12.json
X7,Inventor,DE-98-4010-X12.json
X8,Hispanic Service Institute,DE-98-4010-X12.json
XA,Creditor,DE-98-4010-X12.json
XC,Debtor's Attorney,DE-98-4010-X12.json
XD,Alias - Other Names Used,DE-98-4010-X12.json
XE,Claim Recipient,DE-98-4010-X12.json
XF,Auctioneer,DE-98-4010-X12.json
XG,Event Location,DE-98-4010-X12.json
XH,Final Referred To Organization,DE-98-4010-X12.json
XI,Original Claimant,DE-98-4010-X12.json
XJ,Actual Referred By Organization,DE-98-4010-X12.json
XK,Actual Referred To Organization,DE-98-4010-X12.json
XL,Borrower's Employer,DE-98-4010-X12.json
XM,Maintenance Organization Used for Estimate,DE-98-4010-X12.json
XN,Planning/Maintenance Organization,DE-98-4010-X12.json
XO,Preliminary Customer Organization,DE-98-4010-X12.json
XP,Party to Receive Solicitation,DE-98-4010-X12.json
XQ,Canadian Customs Broker,DE-98-4010-X12.json
XR,Mexican Customs Broker,DE-98-4010-X12.json
XS,"S Corporation - An ""S"" corporation is a corporation type designation given by the Internal Revenue Service to a corporation meeting certain tests of ownership and profit distribution",DE-98-4010-X12.json
XT,Final Customer Organization,DE-98-4010-X12.json
XU,United States Customs Broker,DE-98-4010-X12.json
XV,Cross Claimant,DE-98-4010-X12.json
XW,Counter Claimant,DE-98-4010-X12.json
XX,Business Area,DE-98-4010-X12.json
XY,Tribal Government,DE-98-4010-X12.json
XZ,American Indian-Owned Business,DE-98-4010-X12.json
Y2,Managed Care Organization,DE-98-4010-X12.json
YA,Affiant - Person bringing forward a court case,DE-98-4010-X12.json
YB,Arbitrator,DE-98-4010-X12.json
YC,Bail Payor,DE-98-4010-X12.json
YD,District Justice,DE-98-4010-X12.json
YE,Third Party,DE-98-4010-X12.json
YF,Witness for Prosecution,DE-98-4010-X12.json
YG,Expert Witness,DE-98-4010-X12.json
YH,Crime Victim,DE-98-4010-X12.json
YI,Juvenile Victim,DE-98-4010-X12.json
YJ,Juvenile Defendant,DE-98-4010-X12.json
YK,Bondsman,DE-98-4010-X12.json
YL,Court Appointed Attorney,DE-98-4010-X12.json
YM,Complainant's Attorney,DE-98-4010-X12.json
YN,District Attorney,DE-98-4010-X12.json
YO,"Attorney for Defendant, Public",DE-98-4010-X12.json
YP,Pro Bono Attorney - Counsel provided without charge,DE-98-4010-X12.json
YQ,Pro Se Counsel - Proceeding without counsel,DE-98-4010-X12.json
YR,Party to Appear Before,DE-98-4010-X12.json
YS,Appellant,DE-98-4010-X12.json
YT,Appellee,DE-98-4010-X12.json
YU,Arresting Officer,DE-98-4010-X12.json
YV,Hostile Witness,DE-98-4010-X12.json
YW,Discharge Point,DE-98-4010-X12.json
YX,Flood Certifier,DE-98-4010-X12.json
YY,Flood Determination Provider,DE-98-4010-X12.json
YZ,Electronic Registration Utility,DE-98-4010-X12.json
Z1,Party to Receive Status - An organization that will receive information about a transaction,DE-98-4010-X12.json
Z2,Unserviceable Material Consignee - An organization that will receive unserviceable material,DE-98-4010-X12.json
Z3,Potential Source of Supply - An organization that might stock the needed material,DE-98-4010-X12.json
Z4,Owning Inventory Control Point - An inventory control organization responsible for management of a particular item,DE-98-4010-X12.json
Z5,Management Control Activity - Department of Defense organization that oversees contractor requests for government-owned material to be supplied for use in support of government contracts,DE-98-4010-X12.json
Z6,Transferring Party - An organization that is sending material,DE-98-4010-X12.json
Z7,Mark-for Party,DE-98-4010-X12.json
Z8,Last Known Source of Supply - The last organization known to hold a transaction for the needed material,DE-98-4010-X12.json
Z9,Banker,DE-98-4010-X12.json
ZA,Corrected Address - The organization to which information should have been sent,DE-98-4010-X12.json
ZB,Party to Receive Credit - The organization to which credit will be granted,DE-98-4010-X12.json
ZC,Rent Payor,DE-98-4010-X12.json
ZD,Party to Receive Reports - The organization designated to receive reports,DE-98-4010-X12.json
ZE,End Item Manufacturer - Manufacturer of the end item associated with the required material,DE-98-4010-X12.json
ZF,Break Bulk Point,DE-98-4010-X12.json
ZG,Present Address,DE-98-4010-X12.json
ZH,Child,DE-98-4010-X12.json
ZJ,Branch,DE-98-4010-X12.json
ZK,Reporter,DE-98-4010-X12.json
ZL,Party Passing the Transaction - The party forwarding a transaction,DE-98-4010-X12.json
ZM,Lease Location,DE-98-4010-X12.json
ZN,Losing Inventory Manager - The organization losing management responsibility for an individual item of supply,DE-98-4010-X12.json
ZO,Minimum Royalty Payor,DE-98-4010-X12.json
ZP,Gaining Inventory Manager - The organization assuming management responsibility for an individual item of supply,DE-98-4010-X12.json
ZQ,Screening Point,DE-98-4010-X12.json
ZR,Validating Party - Party to affirm the validity of a requirement,DE-98-4010-X12.json
ZS,Monitoring Party - Party to oversee and track the status of a requirement,DE-98-4010-X12.json
ZT,Participating Area,DE-98-4010-X12.json
ZU,Formation,DE-98-4010-X12.json
ZV,Allowable Recipient,DE-98-4010-X12.json
ZW,Field,DE-98-4010-X12.json
ZX,Attorney of Record,DE-98-4010-X12.json
ZY,Amicus Curiae - Friend of the Court,DE-98-4010-X12.json
ZZ,Mutually Defined - ,DE-98-4010-X12.json
AA,SSCC-18,DE-88-4010-X12.json
AI,UCC/EAN-128 Application Identifier (AI) and Data,DE-88-4010-X12.json
CA,Shipper-Assigned Case Number - Number identifying unit shipped,DE-88-4010-X12.json
CP,Carrier-Assigned Package ID Number,DE-88-4010-X12.json
DZ,Receiver Assigned Drop Zone,DE-88-4010-X12.json
GM,SSCC-18 and Application Identifier,DE-88-4010-X12.json
L,Line Item Only,DE-88-4010-X12.json
MC,Master Carton Number - The identification number of the outermost (external) container in a shipment leaving the supplier's dock,DE-88-4010-X12.json
PB,Premarked by Buyer,DE-88-4010-X12.json
R,Originator Assigned - Information originated by the initiator of the transaction,DE-88-4010-X12.json
S,Entire Shipment,DE-88-4010-X12.json
SI,Self-Identifying Container via Radio Frequency ID Device - Inbound containers that do not need manual routing,DE-88-4010-X12.json
SM,Shipper Assigned,DE-88-4010-X12.json
SR,Shipper Assigned Roll Number,DE-88-4010-X12.json
SS,Shipper Assigned Skid Number,DE-88-4010-X12.json
UC,U.P.C. Shipping Container Code,DE-88-4010-X12.json
UP,U.P.C. Consumer Package Code (1-5-5-1),DE-88-4010-X12.json
W,Pallet Number,DE-88-4010-X12.json
X,Pallet Configuration Number,DE-88-4010-X12.json
ZZ,Mutually Defined - ,DE-88-4010-X12.json
15,Speed Restricted to 15 Miles per Hour,DE-152-4010-X12.json
25,Speed Restricted to 25 Miles per Hour,DE-152-4010-X12.json
35,Speed Restricted to 35 Miles per Hour,DE-152-4010-X12.json
45,Speed Restricted to 45 Miles per Hour,DE-152-4010-X12.json
045,Advanced Fee,DE-152-4010-X12.json
170,Certificate of Origin,DE-152-4010-X12.json
510,Offshore - Alaska/Hawaii Service,DE-152-4010-X12.json
520,Oversized Premium,DE-152-4010-X12.json
550,Preparation of Air Waybill - Origin,DE-152-4010-X12.json
555,Preparation of Canadian Customs Invoice,DE-152-4010-X12.json
565,Preparation of Export Entry,DE-152-4010-X12.json
570,Preparation of Insurance Certificate,DE-152-4010-X12.json
585,Preparation of U.S. Export Documentation,DE-152-4010-X12.json
665,Saturday Delivery,DE-152-4010-X12.json
670,Saturday Pick-Up,DE-152-4010-X12.json
675,Security Signature Service,DE-152-4010-X12.json
761,Written Proof of Delivery,DE-152-4010-X12.json
A1M,Aggregate 1000,DE-152-4010-X12.json
A3M,Aggregate 3000,DE-152-4010-X12.json
A5M,Aggregate 5000,DE-152-4010-X12.json
AAS,Attendants Accompanying - Rail service for government or contractor personnel accompanying freight shipments on freight trains,DE-152-4010-X12.json
AB,Car is Air Brake Controlled,DE-152-4010-X12.json
ADL,Advance Loading - Service for advanced loading of bulk fuel,DE-152-4010-X12.json
AFN,Air Craft Furnished and Not Used,DE-152-4010-X12.json
AGG,Aggregate Tender Discount,DE-152-4010-X12.json
AGS,Armed Guard Service,DE-152-4010-X12.json
AIB,Additional Injection/Blending Service - Service for providing additional pipeline injection/blending service,DE-152-4010-X12.json
AK,Attachment - Auto Keys,DE-152-4010-X12.json
ALP,Port Changes,DE-152-4010-X12.json
ALT,Use of Alternate Terminal,DE-152-4010-X12.json
AMM,A.M. Delivery Requirement,DE-152-4010-X12.json
ANC,Anchoring and Unanchoring - The additional service charge or order for a transportation carrier to perform unanchoring services on a mobile home at one location and anchoring services at another location after transportation has been performed,DE-152-4010-X12.json
APD,Additional Copy of Shipping Papers for Proof of Delivery,DE-152-4010-X12.json
APL,Appliance Servicing - The additional service charge or order for a transportation carrier to service used household goods appliances by securing the item in such a nammer that it withstand handling and transportation,DE-152-4010-X12.json
ARC,Air Conditioning Disconnect and Connect - The additional service charge or order for a transportation carrier to disconnect an air conditioning unit attached to a mobile home and reconnecting the air conditioner after transportation from one location to another has been performed,DE-152-4010-X12.json
ARG,Rail Armed Guard Service,DE-152-4010-X12.json
ARR,Air Ride Tractor Service,DE-152-4010-X12.json
ART,Air Ride Truck Service,DE-152-4010-X12.json
ASY,Assembly Service Requested,DE-152-4010-X12.json
AT,Attachment to Move with Car,DE-152-4010-X12.json
AUX,Auxiliary Service - The additional service charge or order for a transportation carrier to provide exclusive use of a vehicle as part of the movement of a household goods shipment,DE-152-4010-X12.json
AV,Annual Volume,DE-152-4010-X12.json
AW,Attachments - Advance Only Waybill,DE-152-4010-X12.json
BA,Clearinghouse Balance,DE-152-4010-X12.json
BCP,Bypass Consolidation Point,DE-152-4010-X12.json
BKA,"Bulky Article - The additional service charge or order for a transportation carrier to service motorcycles, tractors, riding lawn mowers, privately owned vehicles, and other personal effects of unusual size or nature by securing the item in such a manner that will withstand handling and transportation",DE-152-4010-X12.json
BL,Blowable Load,DE-152-4010-X12.json
BLK,Blocking and Bracing,DE-152-4010-X12.json
BLS,Blind Shipment - Shipper's name inserted in place of the manufacturer's name on the shipping papers,DE-152-4010-X12.json
BN,If Bad Ordered Notify Shipper,DE-152-4010-X12.json
BNS,"Bolster Load, Do Not Switch",DE-152-4010-X12.json
BOX,Boxing Service - Dry Bulk - Carrier responsible for transferring product into boxes at the point of delivery,DE-152-4010-X12.json
BU2,Bunker Adjustment - 20 Foot Container,DE-152-4010-X12.json
BU4,Bunker Adjustment - 40 Foot Container,DE-152-4010-X12.json
BUA,Bunker Adjustment,DE-152-4010-X12.json
BW,Bill Shipper for Weigh Charge,DE-152-4010-X12.json
CA2,Currency Adjustment - 20 Foot Container,DE-152-4010-X12.json
CA4,Currency Adjustment - 40 Foot Container,DE-152-4010-X12.json
CAR,ROEE Car or Pick-up Truck,DE-152-4010-X12.json
CC,"Container, Consolidator Load - Full container",DE-152-4010-X12.json
CCB,Convert Commercial Bill of Lading (BOL) to Government BOL,DE-152-4010-X12.json
CCH,Certification,DE-152-4010-X12.json
CCS,Carrier Caboose - Service for carrier-furnished caboose,DE-152-4010-X12.json
CD,Attachment - Customer's Document,DE-152-4010-X12.json
CDD,Corrosion Additive Service,DE-152-4010-X12.json
CE,Cleared for Export,DE-152-4010-X12.json
CF,"Container, Factory Load - Full container, not to be opened for consolidation",DE-152-4010-X12.json
CFC,Customs Fees - Container Level,DE-152-4010-X12.json
CFL,Customs Fees - Lift Level,DE-152-4010-X12.json
CGC,Carrier Guard Car Service - Rail service for each carrier guard car used by attendants accompanying freight shipments,DE-152-4010-X12.json
CGR,Return Carrier Guard Car Service - Rail service when an unoccupied guard car is returned to a location other than the original shipping point,DE-152-4010-X12.json
CGT,Cargo Taxes,DE-152-4010-X12.json
CH,Carrier,DE-152-4010-X12.json
CHN,Chain and Binders - Motor service when more than eight sets are required to secure a shipment to flat bed equipment,DE-152-4010-X12.json
CI,Customs Inspection,DE-152-4010-X12.json
CIP,Commercial Invoice Preparation,DE-152-4010-X12.json
CIS,Constant Surveillance,DE-152-4010-X12.json
CLN,Cleaning,DE-152-4010-X12.json
CLS,Class Rates Applied,DE-152-4010-X12.json
CM,Attachment - Cotton Manifest,DE-152-4010-X12.json
CMD,Comb. Rates over Detroit,DE-152-4010-X12.json
CNL,Consolidation and Line Haul,DE-152-4010-X12.json
CNS,Consolidation,DE-152-4010-X12.json
CO,No Marshalling Required for Hazardous Materials,DE-152-4010-X12.json
CON,Contract Rates Apply,DE-152-4010-X12.json
COR,Certification That the Newsprint Winding Cores Being Returned Empty Were Received Filled by Rail Freight Service,DE-152-4010-X12.json
COU,Consignee Unload,DE-152-4010-X12.json
COV,"Courier, Overnight",DE-152-4010-X12.json
CPC,Copilot Service,DE-152-4010-X12.json
CPM,Customs Papers Mailed,DE-152-4010-X12.json
CR,Circus Ramp Only (TOFC Van),DE-152-4010-X12.json
